PSA_ID,Domain,English,Kiswahili,Dholuo,Source,Date,Metadata
PSA000112,Health,"The WHO exhibition booth promises to be a dynamic and meaningful space, featuring latest WHO publications, an interactive virtual reality installation which simulates polio vaccination in a community, and a demonstration of a WHO-developed AI application for emergency response.","Kibanda cha maonyesho cha WHO kinaahidi kuwa nafasi yenye nguvu na yenye maana, kikiwa na machapisho ya hivi karibuni ya WHO, usakinishaji shirikishi wa uhalisia pepe ambao huiga chanjo ya polio katika jamii, na onyesho la programu ya AI iliyotengenezwa na WHO kwa ajili ya kukabiliana na dharura.",,WHO Kenya,2026-04-24,Welcome to Nairobi - let’s build together at World Health Summit Regional Meeting 2026
PSA000113,Health,"Nairobi—Countries in the African region faced more than 140 health emergencies in 2025, ranging from infectious disease outbreaks to climate-related shocks and humanitarian crises.","Nairobi—Nchi katika eneo la Afrika zilikabiliwa na dharura zaidi ya 140 za kiafya mwaka wa 2025, kuanzia milipuko ya magonjwa ya kuambukiza hadi mishtuko inayohusiana na hali ya hewa na migogoro ya kibinadamu.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000114,Health,"World Health Organization (WHO)'s regional Emergency Preparedness and Response Hub in Nairobi, Kenya, plays a critical role in preparing for and responding to these health emergencies, providing operational support and logistics, storing and distributing medical supplies and equipment, and facilitating rapid response.","Kituo cha Maandalizi na Majibu ya Dharura cha Shirika la Afya Duniani (WHO) huko Nairobi, Kenya, kina jukumu muhimu katika kujiandaa na kukabiliana na dharura hizi za kiafya, kutoa usaidizi wa uendeshaji na vifaa, kuhifadhi na kusambaza vifaa na vifaa vya matibabu, na kuwezesha majibu ya haraka.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000115,Health,"Recognizing the strategic position of the hub, members of The Elders—an independent group of global leaders founded by Nelson Mandela in 2007 working for peace, justice, human rights and a sustainable planet—visited the hub on 14 May 2026 to witness firsthand WHO health emergency operations, including cutting-edge disease surveillance and operations support and logistics.","Kwa kutambua nafasi ya kimkakati ya kituo hicho, wanachama wa The Elders—kikundi huru cha viongozi wa kimataifa kilichoanzishwa na Nelson Mandela mwaka wa 2007 kinachofanya kazi kwa ajili ya amani, haki, haki za binadamu na sayari endelevu—walitembelea kituo hicho mnamo tarehe 14 Mei 2026 ili kushuhudia shughuli za dharura za afya za WHO, ikiwa ni pamoja na ufuatiliaji wa magonjwa wa hali ya juu na usaidizi wa uendeshaji na vifaa.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000116,Health,"Three of The Elders four programmes—climate crisis, pandemics, conflicts and nuclear weapons—link directly to the work carried out by WHO's Emergency Preparedness and Response programme.","Programu tatu kati ya The Elders nne—mgogoro wa hali ya hewa, magonjwa ya mlipuko, migogoro na silaha za nyuklia—zinahusiana moja kwa moja na kazi inayofanywa na mpango wa Maandalizi na Majibu ya Dharura wa WHO.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000117,Health,"In 2025 alone, more than 2000 consignments of medical supplies and equipment were shipped from the hub's warehouse to around 20 countries in the region.","Mnamo mwaka wa 2025 pekee, zaidi ya shehena 2000 za vifaa vya matibabu na vifaa vilisafirishwa kutoka ghala la kituo hicho hadi karibu nchi 20 katika eneo hilo.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000118,Health,"All these countries were responding to complex and urgent health emergencies, such as Ebola virus disease, Marburg virus disease, cholera, flooding and refugee crises.","Nchi hizi zote zilikuwa zikiitikia dharura ngumu na za dharura za kiafya, kama vile ugonjwa wa virusi vya Ebola, ugonjwa wa virusi vya Marburg, kipindupindu, mafuriko na migogoro ya wakimbizi.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000119,Health,"A critical role of WHO's health emergency operations is to build the capacity of countries' ability to prepare and respond, leaving behind a more resilient health system and sustainable health response once the emergency has ended.","Jukumu muhimu la shughuli za dharura za afya za WHO ni kujenga uwezo wa nchi kujiandaa na kujibu, na kuacha mfumo wa afya imara zaidi na mwitikio endelevu wa afya mara tu dharura itakapoisha.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000120,Health,"At its core PDX is an embedded artificial intelligence assistant that allows health officials to query live preparedness data in plain language and receive source-cited, auditable answers grounded in validated WHO datasets.","Katika msingi wake, PDX ni msaidizi wa akili bandia aliyepachikwa ambaye huruhusu maafisa wa afya kuuliza data ya maandalizi ya moja kwa moja kwa lugha rahisi na kupokea majibu yanayoweza kukaguliwa kutoka chanzo yaliyotokana na seti za data za WHO zilizothibitishwa.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000121,Health,"""The visual impact of what we have seen here is something we should make public, to bring home the importance of countries working together, and with WHO, using cutting-edge tools to address pandemic preparedness and response,"" said Ernesto Zedillo, former President of Mexico and member of The Elders.","""Athari inayoonekana ya kile tulichokiona hapa ni jambo ambalo tunapaswa kulifanya hadharani, ili kukumbusha umuhimu wa nchi kufanya kazi pamoja, na WHO, kutumia zana za kisasa kushughulikia utayari na mwitikio wa janga,"" alisema Ernesto Zedillo, Rais wa zamani wa Mexico na mwanachama wa The Elders.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000122,Health,The Elders were also taken through a facilitated simulation exercise to stimulate discussion on how they can shape high-level advocacy on pandemic preparedness and response ahead of the UN General Assembly later this year.,Wazee pia walipitia zoezi la kuiga lililowezeshwa ili kuchochea majadiliano kuhusu jinsi wanavyoweza kuunda utetezi wa kiwango cha juu kuhusu maandalizi na mwitikio wa janga kabla ya Mkutano Mkuu wa Umoja wa Mataifa baadaye mwaka huu.,,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000123,Health,This gathering will be an important forum for The Elders to advocate with Member States on the benefits of bringing the WHO Pandemic Agreement into force.,Mkutano huu utakuwa jukwaa muhimu kwa Wazee kutetea na Nchi Wanachama kuhusu faida za kuanzisha Mkataba wa Janga la WHO.,,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000124,Health,"This is a best practice in Africa and a great cause for humanity,"" said Elbegdorj Tsakhia, former Prime Minister and President of Mongolia and member of The Elders.","Huu ni utaratibu bora barani Afrika na ni sababu kubwa ya ubinadamu,"" alisema Elbegdorj Tsakhia, Waziri Mkuu wa zamani na Rais wa Mongolia na mwanachama wa The Elders.",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000125,Health,"""The Elders have a voice and people listen to us.","""Wazee wana sauti na watu wanatusikiliza.""",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000126,Health,"I am sure we will have great cooperation as a result of this visit.""","Nina uhakika tutakuwa na ushirikiano mkubwa kutokana na ziara hii.""",,WHO Kenya,2026-07-11,The Elders laud WHO public health emergency response efforts
PSA000128,Health,"Together for a healthier world WHO's work is founded on the principle that all people, everywhere, should enjoy the highest standard of health.","Pamoja kwa ajili ya ulimwengu wenye afya njema Kazi ya WHO imejengwa juu ya kanuni kwamba watu wote, kila mahali, wanapaswa kufurahia kiwango cha juu cha afya.",,WHO Kenya,Unknown,Careers at WHO
PSA000130,Health,"WHO offers a dynamic work environment, opportunities for professional development and a competitive pay and benefits package.","WHO inatoa mazingira ya kazi yenye mabadiliko, fursa za maendeleo ya kitaaluma na kifurushi cha malipo na marupurupu chenye ushindani.",,WHO Kenya,Unknown,Careers at WHO
PSA000131,Health,"We are committed to achieving a diverse, multicultural and gender balanced workforce with broad representation from our Member States.","Tumejitolea kufikia nguvu kazi yenye uwiano wa kijinsia, tamaduni nyingi na uwakilishi mpana kutoka Nchi Wanachama wetu.",,WHO Kenya,Unknown,Careers at WHO
PSA000132,Health,"Can you imagine by 2023 one billion more people with access to health services, one billion more kept safer from outbreaks and emergencies, and another billion living healthier?","Je, unaweza kufikiria ifikapo mwaka 2023 watu bilioni moja zaidi wakiwa na upatikanaji wa huduma za afya, bilioni moja zaidi wakiwa salama kutokana na milipuko na dharura, na bilioni nyingine kuishi kwa afya njema?",,WHO Kenya,Unknown,Careers at WHO
PSA000133,Health,Join us on the drive to provide health for all.,Jiunge nasi katika harakati za kutoa afya kwa wote.,,WHO Kenya,Unknown,Careers at WHO
PSA000135,Health,"Each day, our teams meet the emerging challenges in all the areas of the Organization, from senior leaders to emergency administration staff, and from health specialists to data managers.","Kila siku, timu zetu hukabiliana na changamoto zinazojitokeza katika maeneo yote ya Shirika, kuanzia viongozi wakuu hadi wafanyakazi wa usimamizi wa dharura, na kuanzia wataalamu wa afya hadi mameneja wa data.",,WHO Kenya,Unknown,Careers at WHO
PSA000136,Health,Public health We are proud of our public health experts.,Afya ya umma Tunajivunia wataalamu wetu wa afya ya umma.,,WHO Kenya,Unknown,Careers at WHO
PSA000137,Health,They are results oriented and drive programmes in all areas of health and emergencies.,Ni programu zinazolenga matokeo na zinazoongoza katika maeneo yote ya afya na dharura.,,WHO Kenya,Unknown,Careers at WHO
PSA000138,Health,"They are agile and work at the country, regional and headquarters levels to achieve the highest standards of health through evidence-based programmes and goals.","Wao ni wepesi na hufanya kazi katika ngazi za nchi, kikanda na makao makuu ili kufikia viwango vya juu zaidi vya afya kupitia programu na malengo yanayotegemea ushahidi.",,WHO Kenya,Unknown,Careers at WHO
PSA000140,Health,They are our driving force and our face to the public.,Wao ndio nguvu yetu inayotusukuma na uso wetu kwa umma.,,WHO Kenya,Unknown,Careers at WHO
PSA000141,Health,They are committed to upholding WHO's role in our changing world and inspiring the next generation of leaders.,Wamejitolea kuunga mkono jukumu la WHO katika ulimwengu wetu unaobadilika na kuwatia moyo viongozi wa kizazi kijacho.,,WHO Kenya,Unknown,Careers at WHO
PSA000142,Health,"The stronger our leaders, the healthier our world will be.","Kadiri viongozi wetu wanavyokuwa na nguvu, ndivyo dunia yetu itakavyokuwa na afya njema.",,WHO Kenya,Unknown,Careers at WHO
PSA000143,Health,Operations Our administration is dedicated to business strategy and innovative practices.,Uendeshaji Utawala wetu umejitolea kwa mikakati ya biashara na mbinu bunifu.,,WHO Kenya,Unknown,Careers at WHO
PSA000144,Health,"WHO recognizes the importance of a strong management administration structure, committed to enabling people to work to the best of their ability and to optimizing the resources available throughout the organization.","WHO inatambua umuhimu wa muundo imara wa utawala wa usimamizi, uliojitolea kuwawezesha watu kufanya kazi kwa uwezo wao wote na kuboresha rasilimali zinazopatikana katika shirika lote.",,WHO Kenya,Unknown,Careers at WHO
PSA000145,Health,"Emergency At any one time, the WHO workforce is actively responding to dozens of infectious disease outbreaks and natural disasters around the world.","Dharura Wakati wowote, wafanyakazi wa WHO wanashughulikia kikamilifu milipuko mingi ya magonjwa ya kuambukiza na majanga ya asili kote ulimwenguni.",,WHO Kenya,Unknown,Careers at WHO
PSA000146,Health,"WHO staff have an essential role to play in supporting Member States to prepare for, respond to and recover from emergencies with public health consequences.","Wafanyakazi wa WHO wana jukumu muhimu la kuchukua katika kusaidia Nchi Wanachama kujiandaa, kukabiliana na kupona kutokana na dharura zenye matokeo ya kiafya.",,WHO Kenya,Unknown,Careers at WHO
PSA000147,Health,WHO Talent Programmes Help us reach our Triple Billion targets by joining us through one of our talent programmes.,Programu za Vipaji za WHO Tusaidie kufikia malengo yetu ya Bilioni Tatu kwa kujiunga nasi kupitia moja ya programu zetu za vipaji.,,WHO Kenya,Unknown,Careers at WHO
PSA000148,Health,Junior Professional Officer Programme The Junior Professional Officer (JPO) Programme allows young professionals to gain practical experience in multi-lateral technical co-operation at an early stage in their career.,Programu ya Afisa Mtaalamu wa Kijana Programu ya Afisa Mtaalamu wa Kijana (JPO) inaruhusu wataalamu wachanga kupata uzoefu wa vitendo katika ushirikiano wa kiufundi wa pande nyingi katika hatua za mwanzo za kazi zao.,,WHO Kenya,Unknown,Careers at WHO
PSA000149,Health,Positions are available at our headquarters and at our regional and country offices.,Nafasi zinapatikana katika makao makuu yetu na katika ofisi zetu za kikanda na za nchi.,,WHO Kenya,Unknown,Careers at WHO
PSA000150,Health,Internship Programme WHO's Internship Programme offers a wide range of opportunities for students and recent graduates to gain insight into our technical programmes and administration; to acquire knowledge in specific areas and benefit from hands on work experience.,Programu ya Mafunzo ya Ufundi Programu ya Mafunzo ya WHO inatoa fursa mbalimbali kwa wanafunzi na wahitimu wa hivi karibuni kupata ufahamu kuhusu programu na utawala wetu wa kiufundi; kupata maarifa katika maeneo maalum na kunufaika na uzoefu wa kazi.,,WHO Kenya,Unknown,Careers at WHO
