PSA_ID,Domain,English,Kiswahili,Dholuo
PSA000123,Health,This gathering will be an important forum for The Elders to advocate with Member States on the benefits of bringing the WHO Pandemic Agreement into force.,Mkutano huu utakuwa jukwaa muhimu kwa Wazee kutetea na Nchi Wanachama kuhusu faida za kuanzisha utekelezaji wa Mkataba wa Janga la WHO.,
PSA000124,Health,"This is a best practice in Africa and a great cause for humanity,"" said Elbegdorj Tsakhia, former Prime Minister and President of Mongolia and member of The Elders.","Huu ni utaratibu bora barani Afrika na ni sababu kubwa ya ubinadamu,"" alisema Elbegdorj Tsakhia, Waziri Mkuu wa zamani na Rais wa Mongolia na mwanachama wa The Elders.",
PSA000125,Health,"""The Elders have a voice and people listen to us.","""Wazee wana sauti na watu wanatusikiliza.""",
PSA000126,Health,"I am sure we will have great cooperation as a result of this visit.""","Nina uhakika tutakuwa na ushirikiano mkubwa kutokana na ziara hii.""",
PSA000128,Health,"Together for a healthier world WHO’s work is founded on the principle that all people, everywhere, should enjoy the highest standard of health.","Pamoja kwa ajili ya ulimwengu wenye afya njema Kazi ya WHO imejengwa juu ya kanuni kwamba watu wote, kila mahali, wanapaswa kufurahia kiwango cha juu cha afya.",
PSA000130,Health,"WHO offers a dynamic work environment, opportunities for professional development and a competitive pay and benefits package.","WHO inatoa mazingira ya kazi yenye mabadiliko, fursa za maendeleo ya kitaaluma na kifurushi cha malipo na marupurupu chenye ushindani.",
PSA000131,Health,"We are committed to achieving a diverse, multicultural and gender balanced workforce with broad representation from our Member States.","Tumejitolea kufikia nguvu kazi yenye uwiano wa kijinsia, tamaduni nyingi na uwakilishi mpana kutoka Nchi Wanachama wetu.",
PSA000132,Health,"Can you imagine by 2023 one billion more people with access to health services, one billion more kept safer from outbreaks and emergencies, and another billion living healthier?","Je, unaweza kufikiria ifikapo mwaka 2023 watu bilioni moja zaidi wakiwa na upatikanaji wa huduma za afya, bilioni moja zaidi wakiwa salama kutokana na milipuko na dharura, na bilioni nyingine kuishi kwa afya njema?",
PSA000133,Health,Join us on the drive to provide health for all.,Jiunge nasi katika harakati za kutoa afya kwa wote.,
PSA000135,Health,"Each day, our teams meet the emerging challenges in all the areas of the Organization, from senior leaders to emergency administration staff, and from health specialists to data managers.","Kila siku, timu zetu hukabiliana na changamoto zinazojitokeza katika maeneo yote ya Shirika, kuanzia viongozi wakuu hadi wafanyakazi wa usimamizi wa dharura, na kuanzia wataalamu wa afya hadi mameneja wa data.",
PSA000136,Health,Public health We are proud of our public health experts.,Afya ya umma Tunajivunia wataalamu wetu wa afya ya umma.,
PSA000137,Health,They are results oriented and drive programmes in all areas of health and emergencies.,Ni programu zinazolenga matokeo na zinazoongoza katika maeneo yote ya afya na dharura.,
PSA000138,Health,"They are agile and work at the country, regional and headquarters levels to achieve the highest standards of health through evidence-based programmes and goals.","Wao ni wepesi na hufanya kazi katika ngazi za nchi, kikanda na makao makuu ili kufikia viwango vya juu zaidi vya afya kupitia programu na malengo yanayotegemea ushahidi.",
PSA000140,Health,They are our driving force and our face to the public.,Wao ndio nguvu yetu inayotusukuma na uso wetu kwa umma.,
PSA000141,Health,They are committed to upholding WHO’s role in our changing world and inspiring the next generation of leaders.,Wamejitolea kuunga mkono jukumu la WHO katika ulimwengu wetu unaobadilika na kuwatia moyo viongozi wa kizazi kijacho.,
PSA000142,Health,"The stronger our leaders, the healthier our world will be.","Kadiri viongozi wetu wanavyokuwa na nguvu, ndivyo dunia yetu itakavyokuwa na afya njema.",
PSA000143,Health,Operations Our administration is dedicated to business strategy and innovative practices.,Uendeshaji Utawala wetu umejitolea kwa mikakati ya biashara na mbinu bunifu.,
PSA000144,Health,"WHO recognizes the importance of a strong management administration structure, committed to enabling people to work to the best of their ability and to optimizing the resources available throughout the organization.","WHO inatambua umuhimu wa muundo imara wa utawala wa usimamizi, uliojitolea kuwawezesha watu kufanya kazi kwa uwezo wao wote na kuboresha rasilimali zinazopatikana katika shirika lote.",
PSA000145,Health,"Emergency At any one time, the WHO workforce is actively responding to dozens of infectious disease outbreaks and natural disasters around the world.","Dharura Wakati wowote, wafanyakazi wa WHO wanashughulikia kikamilifu milipuko mingi ya magonjwa ya kuambukiza na majanga ya asili kote ulimwenguni.",
PSA000146,Health,"WHO staff have an essential role to play in supporting Member States to prepare for, respond to and recover from emergencies with public health consequences.","Wafanyakazi wa WHO wana jukumu muhimu la kuchukua katika kusaidia Nchi Wanachama kujiandaa, kukabiliana na kupona kutokana na dharura zenye matokeo ya kiafya.",
PSA000147,Health,WHO Talent Programmes Help us reach our Triple Billion targets by joining us through one of our talent programmes.,Programu za Vipaji za WHO Tusaidie kufikia malengo yetu ya Bilioni Tatu kwa kujiunga nasi kupitia moja ya programu zetu za vipaji.,
PSA000148,Health,Junior Professional Officer Programme The Junior Professional Officer (JPO) Programme allows young professionals to gain practical experience in multi-lateral technical co-operation at an early stage in their career.,Programu ya Afisa Mtaalamu wa Kijana Programu ya Afisa Mtaalamu wa Kijana (JPO) inaruhusu wataalamu wachanga kupata uzoefu wa vitendo katika ushirikiano wa kiufundi wa pande nyingi katika hatua za mwanzo za kazi zao.,
PSA000149,Health,Positions are available at our headquarters and at our regional and country offices.,Nafasi zinapatikana katika makao makuu yetu na katika ofisi zetu za kikanda na za nchi.,
PSA000150,Health,Internship Programme WHO's Internship Programme offers a wide range of opportunities for students and recent graduates to gain insight into our technical programmes and administration; to acquire knowledge in specific areas and benefit from hands on work experience.,Programu ya Mafunzo ya Ufundi Programu ya Mafunzo ya WHO inatoa fursa mbalimbali kwa wanafunzi na wahitimu wa hivi karibuni kupata ufahamu kuhusu programu na utawala wetu wa kiufundi; kupata maarifa katika maeneo maalum na kunufaika na uzoefu wa kazi.,
PSA000151,Health,UN Volunteers Programme WHO offers opportunities for UN Volunteers in many areas of expertise to strengthen capacity at the country and regional levels.,Programu ya Wajitolea ya Umoja wa Mataifa WHO inatoa fursa kwa Wajitolea wa Umoja wa Mataifa katika maeneo mengi ya utaalamu ili kuimarisha uwezo katika ngazi za nchi na kikanda.,
PSA000152,Health,UN Volunteers support WHO by contributing their skills to help reach our Triple Billion targets.,Wajitolea wa Umoja wa Mataifa wanaunga mkono WHO kwa kuchangia ujuzi wao ili kusaidia kufikia malengo yetu ya Bilioni Tatu.,
PSA000153,Health,Young Professionals Programme This WHO programme offers young professionals from a specific list of “Least Developed Countries” structured opportunities to engage in WHO’s work and build skills and competencies in key public health areas and incorporates exposure at country level.,"Programu ya Wataalamu Vijana Programu hii ya WHO inawapa wataalamu vijana kutoka orodha maalum ya fursa zilizopangwa za ""Nchi Zisizoendelea"" kushiriki katika kazi ya WHO na kujenga ujuzi na uwezo katika maeneo muhimu ya afya ya umma na inajumuisha kufichuliwa katika ngazi ya nchi.",
PSA000154,Health,"Join us on the drive to provide health for all, apply to WHO vacancies today","Jiunge nasi katika harakati za kutoa afya kwa wote, tuma maombi kwa nafasi zilizo wazi za WHO leo",
PSA000155,Health,"Nairobi – Five years ago, Esther Omagwa was one of only two nurses at the Railways Health Centre in Kisumu County, western Kenya.","Nairobi – Miaka mitano iliyopita, Esther Omagwa alikuwa mmoja wa wauguzi wawili pekee katika Kituo cha Afya cha Reli katika Kaunti ya Kisumu, magharibi mwa Kenya.",
PSA000156,Health,"The immense workload often exhausted her, forcing her to turn away clients.","Mzigo mkubwa wa kazi mara nyingi ulimchosha, na kumlazimisha kuwafukuza wateja.",
PSA000157,Health,"Today, the scene at the community health centre is remarkably different.","Leo, hali katika kituo cha afya cha jamii ni tofauti sana.",
PSA000158,Health,"With the nursing staff now expanded to a team of four, Omagwa and her colleagues are better equipped to deal with the load.","Kwa kuwa wafanyakazi wa uuguzi sasa wameongezeka hadi kufikia timu ya watu wanne, Omagwa na wenzake wamejiandaa vyema kukabiliana na mzigo huo.",
PSA000159,Health,"Nairobi—Kenya has made notable progress in health workforce production, including a doubling of nurses, doctors, and other health professionals over the past decade.","Nairobi—Kenya imepata maendeleo makubwa katika uzalishaji wa wafanyakazi wa afya, ikiwa ni pamoja na kuongezeka maradufu kwa wauguzi, madaktari, na wataalamu wengine wa afya katika muongo mmoja uliopita.",
PSA000160,Health,"However, findings from the Health Labour Market Analysis also identify persisting and emerging gaps in the availability of health workers.","Hata hivyo, matokeo kutoka kwa Uchambuzi wa Soko la Ajira ya Afya pia yanabainisha mapengo yanayoendelea na yanayojitokeza katika upatikanaji wa wafanyakazi wa afya.",
PSA000161,Health,"The analysis projects that to meet the population's health needs, more than 114,000 additional health professionals across 31 different roles will need to be trained, employed, and retained within the health system by 2031.","Uchambuzi unaonyesha kwamba ili kukidhi mahitaji ya afya ya idadi ya watu, zaidi ya wataalamu wa afya 114,000 zaidi katika majukumu 31 tofauti watahitaji kufunzwa, kuajiriwa, na kubaki ndani ya mfumo wa afya ifikapo mwaka wa 2031.",
PSA000162,Health,"Mobile health services in Kenya reduce the risk of stillbirths Samburu County, Kenya - In Lolmolong village, in Samburu County in northern Kenya, Neshoo Leaungokiok laboured through the night, far from the nearest health facility.","Huduma za afya zinazohamishika nchini Kenya hupunguza hatari ya kuzaliwa watoto mfu Kaunti ya Samburu, Kenya - Katika kijiji cha Lolmolong, katika Kaunti ya Samburu kaskazini mwa Kenya, Neshoo Leaungokiok alifanya kazi usiku kucha, mbali na kituo cha afya kilicho karibu.",
PSA000163,Health,"As labour intensified, Lucy Makena, a reproductive health officer from a nearby mobile outreach clinic supported by World Health Organization (WHO), reached the home.","Kadri leba ilivyozidi kuongezeka, Lucy Makena, afisa wa afya ya uzazi kutoka kliniki ya karibu inayoweza kuhamishwa inayoungwa mkono na Shirika la Afya Duniani (WHO), alifika nyumbani.",
PSA000164,Health,"These clinics operate from off-road trucks fitted with a consultation room, patient beds, a small laboratory, and a pharmacy, designed to bring essential care directly to communities far from any permanent facility.","Kliniki hizi hufanya kazi kutoka kwa malori ya barabarani yaliyo na chumba cha ushauri, vitanda vya wagonjwa, maabara ndogo, na duka la dawa, iliyoundwa ili kuleta huduma muhimu moja kwa moja kwa jamii zilizo mbali na kituo chochote cha kudumu.",
PSA000165,Health,"Trained in emergency obstetric and newborn care through programmes also supported by WHO, she quickly assessed Leaungokiok’s condition and began monitoring the progress of labour.","Akiwa amefunzwa katika huduma ya dharura ya uzazi na watoto wachanga kupitia programu zinazoungwa mkono pia na WHO, alitathmini haraka hali ya Leaungokiok na kuanza kufuatilia maendeleo ya uchungu wa kujifungua.",
PSA000166,Health,“I found her already in active labour” Makena recalls.,"""Nilimkuta tayari akiwa katika uchungu wa uzazi"" Makena anakumbuka.",
PSA000167,Health,"“I stayed with her, monitored her progress closely and supported the delivery.” Makena’s presence came at a critical moment.","""Nilikaa naye, nikafuatilia maendeleo yake kwa karibu na kuunga mkono utoaji."" Uwepo wa Makena ulikuja wakati muhimu.",
PSA000168,Health,"In settings where complications can go unrecognized and timely care is often out of reach, skilled support can mean the difference between life and death.","Katika mazingira ambapo matatizo yanaweza kutotambuliwa na huduma ya wakati unaofaa mara nyingi haipatikani, usaidizi wa kitaalamu unaweza kumaanisha tofauti kati ya maisha na kifo.",
PSA000169,Health,"With Makena’s support and care, Leaungokiok safely delivered a healthy baby girl.","Kwa msaada na utunzaji wa Makena, Leaungokiok alijifungua salama mtoto wa kike mwenye afya njema.",
PSA000170,Health,"Shortly after birth, however, Leaungokiok began to bleed heavily, a potentially life-threatening complication if not managed quickly.","Hata hivyo, muda mfupi baada ya kuzaliwa, Leaungokiok alianza kutokwa na damu nyingi, tatizo ambalo linaweza kuhatarisha maisha ikiwa halitashughulikiwa haraka.",
PSA000171,Health,"Acting immediately, Lucy administered lifesaving medicine to control the bleeding.","Lucy alitenda mara moja, akampa dawa ya kuokoa maisha ili kudhibiti kutokwa na damu.",
PSA000172,Health,"She also supported the mother to initiate breastfeeding within the first hour, an essential step in protecting the newborn’s health.","Pia alimsaidia mama kuanza kunyonyesha ndani ya saa ya kwanza, hatua muhimu katika kulinda afya ya mtoto mchanga.",
