PSA_ID,Domain,English,Kiswahili,Dholuo,Final_Status
PSA000080,Health,"The declaration marked the official blessing of a new way of life: no FGM, no domestic violence, and zero tolerance for sexual abuse.","Tamko hilo liliashiria baraka rasmi ya mtindo mpya wa maisha: kutokeketwa kwa wanawake, kutokunyanyaswa majumbani, na kutovumilia kabisa unyanyasaji wa kijinsia.",,Keep
PSA000081,Health,"All this has been made possible by the Gender-Based Violence Awareness and Prevention Project, implemented by the Ministry of Foreign Affairs Embassy of Finland Kenya office in partnership with the Kenya Red Cross Society.","Haya yote yamewezekana kutokana na Mradi wa Uelewa na Kuzuia Unyanyasaji wa Kijinsia, unaotekelezwa na Ofisi ya Ubalozi wa Finland Kenya kwa ushirikiano na Chama cha Msalaba Mwekundu cha Kenya.",,Keep
PSA000082,Health,"Accessibility on redcross.or.ke Redcross.or.ke offers the UserWay Website Accessibility Widget, powered by a dedicated accessibility server.","Ufikiaji kwenye redcross.or.ke Redcross.or.ke inatoa Wijeti ya Ufikiaji wa Tovuti ya UserWay, inayoendeshwa na seva maalum ya ufikiaji.",,Keep
PSA000083,Health,"Once triggered, please allow a moment for the accessibility menu to load in its entirety.","Mara tu baada ya kuanzishwa, tafadhali ruhusu muda kwa menyu ya ufikiaji kupakia kikamilifu.",,Keep
PSA000084,Health,"As part of our ongoing commitment to improving accessibility, we regularly scan Redcross.or.ke with UserWay's Accessibility Scanner to identify and address any potential accessibility barriers on our site.","Kama sehemu ya ahadi yetu inayoendelea ya kuboresha ufikiaji, tunachanganua Redcross.or.ke mara kwa mara kwa kutumia Kichanganuzi cha Ufikiaji cha UserWay ili kutambua na kushughulikia vikwazo vyovyote vinavyoweza kutokea vya ufikiaji kwenye tovuti yetu.",,Keep
PSA000085,Health,"Health Services Health, Nutrition and Social Services The Health and Social Services (HSS) department embraces the integration approach to ensure affordable, accessible and equitable community-based health care.","Huduma za Afya Afya, Lishe na Huduma za Kijamii Idara ya Afya na Huduma za Kijamii (HSS) inakubali mbinu ya ujumuishaji ili kuhakikisha huduma ya afya ya jamii inayopatikana kwa bei nafuu, inayopatikana kwa urahisi na yenye usawa.",,Keep
PSA000086,Health,"Health Programmes Programmes Public Health in Emergencies The Health, Nutrition, and Social Services (HSS) Department Focuses on primary health… Training-institute We are providing growth consultancies & financial services for companies who want… Health Projects","Programu za Afya Programu za Afya ya Umma katika Dharura Idara ya Afya, Lishe, na Huduma za Kijamii (HSS) Inalenga katika afya ya msingi… Taasisi ya Mafunzo Tunatoa ushauri wa ukuaji na huduma za kifedha kwa makampuni yanayotaka… Miradi ya Afya",,Keep
PSA000087,Health,"Public Health in Emergencies The Health, Nutrition, and Social Services (HSS) Department Focuses on primary health care; the most efficient and cost-effective way to achieve universal health coverage through a gender-responsive, protective, and inclusive lens.","Afya ya Umma katika Dharura Idara ya Afya, Lishe, na Huduma za Kijamii (HSS) inazingatia huduma ya afya ya msingi; njia bora na ya gharama nafuu ya kufikia huduma ya afya kwa wote kupitia lenzi inayozingatia jinsia, kinga, na jumuishi.",,Keep
PSA000088,Health,Key Thematic Areas Our work in emergencies is focused on two thematic areas; Primary Health Care for Refugees and Host communities; running health facilities for primary health care services with minimal secondary services in Kalobeyei (part of larger Kakuma) and IFO (Dadaab).,Maeneo Muhimu ya Mada Kazi yetu katika dharura inalenga maeneo mawili ya mada; Huduma ya Afya ya Msingi kwa Wakimbizi na Jamii Wenyeji; kuendesha vituo vya afya kwa ajili ya huduma za afya ya msingi zenye huduma ndogo za sekondari huko Kalobeyei (sehemu ya Kakuma kubwa) na IFO (Dadaab).,,Keep
PSA000089,Health,The society has been a champion of One Health and supported capacity at the community level but also enhanced collaboration with counties monitored through a community-based health information system (CBHIS).,Jumuiya imekuwa bingwa wa One Health na imeunga mkono uwezo katika ngazi ya jamii lakini pia imeimarisha ushirikiano na kaunti zinazofuatiliwa kupitia mfumo wa taarifa za afya unaotegemea jamii (CBHIS).,,Keep
PSA000090,Health,"Page Press Centre Find the latest news on issues affecting children in Kenya, and UNICEF's work for children, including press releases, multimedia content and other resources for journalists Latest Press Releases Press release 09 December 2025 Standard Chartered Foundation and UNICEF's Generation Unlimited partner to secure 750 jobs for young women Read now Press release 20 November 2025 More than 400 million children globally live in poverty, missing out on at least two daily needs such as nutrition and sanitation – UNICEF Read now Press release 11 September 2025 Obesity exceeds underweight for the first time among school-age children and adolescents globally – UNICEF Read now Press release 24 January 2025 Nearly a quarter of a billion children's schooling was disrupted by climate crises in 2024 Read now Press release 23 October 2024 USAID AND UNICEF ANNOUNCE PARTNERSHIP FOR A LEAD-FREE KENYA Read now Press release 14 October 2024 Over 370 million girls and women globally subjected to rape or sexual assault as children Read now Press release 10 September 2024 LIXIL-UNICEF partnership improves sanitation and hygiene for 12.7 million people Read now Press release 06 August 2024 The Kenya Sub - National Children's Climate and Disaster Risk Model launched Read now See all our press releases Press release 16 June 2026 Nearly half of the world's children exposed to at least three overlapping climate threats – UNICEF Drought, extreme heat, and heatwaves are the most prevalent trio of hazards endangering millions of children globally, according to new climate report Read now Press release 09 June 2026 Transforming Maternal & Newborn Health: Kenya, UNICEF, and China Launch Lifesaving Initiative in Northeastern Kenya The project is supported by the China Global Development and South-South Cooperation Fund Read now Press release 17 February 2026 UNICEF and Government of Japan Forge Strategic Partnership to Advance Universal Health Coverage and Sustainable Water, Sanitation and Hygiene Services (WASH) in Kenya Read now Press release 04 February 2026 Kenya's Religious Leaders Sign Landmark Child Safeguarding Declaration and Launch New Faith-Based Handbook to Strengthen Child Protection Signing brings together the Government, faith institutions and communities to ensure that every child grows up free from violence Read now Press release 27 January 2026 European Union marks connection of 363 schools to Internet under Kenya Last Mile Connectivity project Providing sustainable and reliable Internet to enable learners to access high quality, digitally enabled education Read now Press release 09 December 2025 Standard Chartered Foundation and UNICEF's Generation Unlimited partner to secure 750 jobs for young women Supporting women in Kenya to gain skills, mentorship and opportunities Read now Press release 20 November 2025 More than 400 million children globally live in poverty, missing out on at least two daily needs such as nutrition and sanitation – UNICEF New report warns more children are at risk of falling into poverty as global funding cuts, conflict and climate threaten access to services crucial for health and wellbeing Read now Press release 11 September 2025 Obesity exceeds underweight for the first time among school-age children and adolescents globally – UNICEF One in 10 children worldwide living with obesity.","Ukurasa wa Kituo cha Waandishi wa Habari Pata habari za hivi punde kuhusu masuala yanayowaathiri watoto nchini Kenya, na kazi ya UNICEF kwa watoto, ikiwa ni pamoja na taarifa kwa vyombo vya habari, maudhui ya media titika na rasilimali zingine kwa waandishi wa habari Taarifa za hivi punde kwa vyombo vya habari Taarifa kwa vyombo vya habari 09 Desemba 2025 Standard Chartered Foundation na UNICEF's Generation Unlimited wanashirikiana kupata ajira 750 kwa wanawake vijana Soma sasa Taarifa kwa vyombo vya habari 20 Novemba 2025 Zaidi ya watoto milioni 400 duniani kote wanaishi katika umaskini, wakikosa angalau mahitaji mawili ya kila siku kama vile lishe na usafi wa mazingira - UNICEF Soma sasa Taarifa kwa vyombo vya habari 11 Septemba 2025 Unene kupita kiasi unazidi uzito wa chini kwa mara ya kwanza miongoni mwa watoto na vijana wa umri wa kwenda shule duniani kote - UNICEF Soma sasa Taarifa kwa vyombo vya habari 24 Januari 2025 Karibu robo bilioni ya shule ya watoto ilivurugwa na migogoro ya hali ya hewa mwaka 2024 Soma sasa Taarifa kwa vyombo vya habari 23 Oktoba 2024 USAID NA UNICEF WATANGAZA USHIRIKIANO KWA KENYA ISIYO NA RAIS Soma sasa Taarifa kwa vyombo vya habari 14 Oktoba 2024 Zaidi ya wasichana na wanawake milioni 370 duniani kote walibakwa au kushambuliwa kingono wakiwa watoto Soma sasa Taarifa kwa vyombo vya habari 10 Septemba 2024 Ushirikiano wa LIXIL-UNICEF unaboresha usafi na usafi kwa watu milioni 12.7 Soma sasa Taarifa kwa vyombo vya habari 06 Agosti 2024 Mfano wa Hatari ya Hali ya Hewa na Maafa kwa Watoto wa Kenya Ndogo ya Kitaifa ya Kenya yazinduliwa Soma sasa Tazama taarifa zetu zote kwa vyombo vya habari Taarifa kwa vyombo vya habari 16 Juni 2026 Karibu nusu ya watoto duniani walio katika hatari ya angalau vitisho vitatu vinavyoingiliana vya hali ya hewa - UNICEF Ukame, joto kali, na mawimbi ya joto ndio hatari tatu zinazoenea zaidi zinazohatarisha mamilioni ya watoto duniani kote, kulingana na ripoti mpya ya hali ya hewa Soma sasa Taarifa kwa vyombo vya habari 09 Juni 2026 Kubadilisha Afya ya Mama na Mtoto Mchanga: Kenya, UNICEF, na China Yazindua Mpango wa Kuokoa Maisha Kaskazini Mashariki mwa Kenya Mradi huo unasaidiwa na Mfuko wa Ushirikiano wa Maendeleo ya Kimataifa na Kusini mwa China Soma sasa Taarifa kwa vyombo vya habari 17 Februari 2026 UNICEF na Serikali ya Japani Zaunda Ushirikiano wa Kimkakati ili Kuendeleza Huduma za Afya kwa Wote na Huduma Endelevu za Maji, Usafi na Usafi (WASH) nchini Kenya Soma sasa Taarifa kwa vyombo vya habari 04 Februari 2026 Viongozi wa Kidini wa Kenya Wasaini Azimio la Kihistoria la Ulinzi wa Mtoto na Kuzindua Mpya Kitabu cha Mwongozo cha Imani cha Kuimarisha Usajili wa Ulinzi wa Mtoto kinawaunganisha Serikali, taasisi za kidini na jamii ili kuhakikisha kwamba kila mtoto anakua bila vurugu Soma sasa Taarifa kwa vyombo vya habari 27 Januari 2026 Umoja wa Ulaya unaashiria muunganisho wa shule 363 kwenye Intaneti chini ya mradi wa Muunganisho wa Kenya Last Mile Kutoa Intaneti endelevu na ya kuaminika ili kuwawezesha wanafunzi kupata elimu bora na inayowezeshwa kidijitali Soma sasa Taarifa kwa vyombo vya habari 09 Desemba 2025 Wakfu wa Standard Chartered na mshirika wa UNICEF Generation Unlimited kupata ajira 750 kwa wanawake vijana Kuwasaidia wanawake nchini Kenya kupata ujuzi, ushauri na fursa Soma sasa Taarifa kwa vyombo vya habari 20 Novemba 2025 Zaidi ya watoto milioni 400 duniani kote wanaishi katika umaskini, wakikosa angalau mahitaji mawili ya kila siku kama vile lishe na usafi wa mazingira - Ripoti mpya ya UNICEF yaonya watoto wengi zaidi wako katika hatari ya kutumbukia katika umaskini huku kupunguzwa kwa ufadhili wa kimataifa, migogoro na hali ya hewa kukitishia upatikanaji wa huduma muhimu kwa afya na ustawi Soma sasa Taarifa kwa vyombo vya habari 11 Septemba 2025 Unene unazidi uzito wa chini kwa mara ya kwanza miongoni mwa watoto wa umri wa kwenda shule na vijana duniani kote - UNICEF Mtoto mmoja kati ya 10 duniani kote wanaoishi na unene.",,Keep
PSA000091,Health,"Exposure to the marketing of ultra-processed foods found to be widespread Read now Press release 14 August 2025 Empowering Women, Transforming Futures: New Reports Reveal Link Between Women's Empowerment and Child Well-Being in Kenya The health and future of children and communities are deeply connected to women's empowerment, according to a new report released by KNBS, UNICEF and UN Women Read now Press release 27 March 2025 At least 14 million children face disruptions to critical nutrition services in 2025 – UNICEF Reductions in donor funding threaten to unravel decades of progress for the world's most vulnerable children and women Read now Press release 24 January 2025 Nearly a quarter of a billion children's schooling was disrupted by climate crises in 2024 Education in Afghanistan, Bangladesh, Mozambique, Pakistan and the Philippines most severely affected by heatwaves, cyclones, floods and storms Read now Press release 23 October 2024 USAID AND UNICEF ANNOUNCE PARTNERSHIP FOR A LEAD-FREE KENYA Read now First Previous Next Last","Kuathiriwa na uuzaji wa vyakula vilivyosindikwa sana kumegundulika kuenea Soma sasa Taarifa kwa vyombo vya habari 14 Agosti 2025 Kuwawezesha Wanawake, Kubadilisha Mustakabali: Ripoti Mpya Zinaonyesha Uhusiano Kati ya Uwezeshaji wa Wanawake na Ustawi wa Mtoto nchini Kenya Afya na mustakabali wa watoto na jamii zimeunganishwa sana na uwezeshaji wa wanawake, kulingana na ripoti mpya iliyotolewa na KNBS, UNICEF na UN Women Soma sasa Taarifa kwa vyombo vya habari 27 Machi 2025 Angalau watoto milioni 14 wanakabiliwa na usumbufu wa huduma muhimu za lishe mwaka 2025 - UNICEF Kupungua kwa ufadhili wa wafadhili kunatishia kufichua miongo kadhaa ya maendeleo kwa watoto na wanawake walio katika mazingira magumu zaidi duniani Soma sasa Taarifa kwa vyombo vya habari 24 Januari 2025 Karibu robo bilioni ya elimu ya watoto ilivurugwa na migogoro ya hali ya hewa mwaka 2024 Elimu nchini Afghanistan, Bangladesh, Msumbiji, Pakistan na Ufilipino zilizoathiriwa zaidi na mawimbi ya joto, vimbunga, mafuriko na dhoruba Soma sasa Taarifa kwa vyombo vya habari 23 Oktoba 2024 USAID NA UNICEF ZINATANGAZA USHIRIKIANO KWA KENYA ISIYO NA RAIS Soma sasa Kwanza Iliyopita Inayofuata Mwisho",,Keep
